
✅ hippocampus_389.nii.gz: img max=1.0000, lbl sum=4131
prediction softmax sample: [1. 0. 0.]
Batch 102. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0015415187226608396
Batch 102 Loss 0.0015415187226608396
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 103. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00955820269882679
Batch 103 Loss 0.00955820269882679
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 104. Data shape torch.Size([8, 1, 64, 64]) Loss 0.003555020783096552
Batch 104 Loss 0.003555020783096552
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 105. Data shape torch.Size([8, 1, 64, 64]) Loss 0.005526221357285976
Batch 105 Loss 0.005526221357285976
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 106. Data shape torch.Size([8, 1, 64, 64]) Loss 0.001775404205545783
Batch 106 Loss 0.001775404205545783
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 107. Data shape torch.Size([8, 1, 64, 64]) Loss 1.4816425391472876e-05
Batch 107 Loss 1.4816425391472876e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 108. Data shape torch.Size([8, 1, 64, 64]) Loss 5.656352004734799e-05
Batch 108 Loss 5.656352004734799e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 109. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0055445414036512375
Batch 109 Loss 0.0055445414036512375
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 110. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0052057248540222645
Batch 110 Loss 0.0052057248540222645
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 111. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004144201520830393
Batch 111 Loss 0.004144201520830393
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 112. Data shape torch.Size([8, 1, 64, 64]) Loss 8.19262204458937e-05
Batch 112 Loss 8.19262204458937e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 113. Data shape torch.Size([8, 1, 64, 64]) Loss 7.062146323733032e-06
Batch 113 Loss 7.062146323733032e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Validation complete
Training epoch 3...

Epoch: 3 Train loss: 0.0010085694957524538, 0.1% complete
..........
Epoch: 3 Train loss: 0.0077058179304003716, 1.2% complete
..........
Epoch: 3 Train loss: 5.979141860734671e-06, 2.3% complete
..........
Epoch: 3 Train loss: 0.0041800797916948795, 3.4% complete
..........
Epoch: 3 Train loss: 0.000680477125570178, 4.4% complete
..........
Epoch: 3 Train loss: 0.0013435001019388437, 5.5% complete
..........
Epoch: 3 Train loss: 0.0005037143127992749, 6.6% complete
..........
Epoch: 3 Train loss: 3.583709622034803e-05, 7.7% complete
..........
Epoch: 3 Train loss: 0.005215696059167385, 8.8% complete
..........
Epoch: 3 Train loss: 0.00010805556667037308, 9.9% complete
..........
Epoch: 3 Train loss: 0.01082588266581297, 11.0% complete
..........
Epoch: 3 Train loss: 5.2299808885436505e-05, 12.0% complete
..........
Epoch: 3 Train loss: 0.010097099468111992, 13.1% complete
..........
Epoch: 3 Train loss: 1.4745652151759714e-05, 14.2% complete
..........
Epoch: 3 Train loss: 0.0052145253866910934, 15.3% complete
..........
Epoch: 3 Train loss: 0.007890619337558746, 16.4% complete
..........
Epoch: 3 Train loss: 0.006221297662705183, 17.5% complete
..........
Epoch: 3 Train loss: 1.2927041098009795e-05, 18.5% complete
..........
Epoch: 3 Train loss: 1.0100542567670345e-05, 19.6% complete
..........
Epoch: 3 Train loss: 5.846128624398261e-05, 20.7% complete
..........
Epoch: 3 Train loss: 0.006709426641464233, 21.8% complete
..........
Epoch: 3 Train loss: 0.0008206584607250988, 22.9% complete
..........
Epoch: 3 Train loss: 4.467739927349612e-05, 24.0% complete
..........
Epoch: 3 Train loss: 0.019366314634680748, 25.1% complete
..........
Epoch: 3 Train loss: 0.00893765315413475, 26.1% complete
..........
Epoch: 3 Train loss: 0.0010639030952006578, 27.2% complete
..........
Epoch: 3 Train loss: 0.006474333815276623, 28.3% complete
..........
Epoch: 3 Train loss: 0.013905348256230354, 29.4% complete
..........
Epoch: 3 Train loss: 0.008575181476771832, 30.5% complete
..........
Epoch: 3 Train loss: 0.0015110778622329235, 31.6% complete
..........
Epoch: 3 Train loss: 5.82052452955395e-05, 32.6% complete
..........
Epoch: 3 Train loss: 0.0061546857468783855, 33.7% complete
..........
Epoch: 3 Train loss: 0.03229470178484917, 34.8% complete
..........
Epoch: 3 Train loss: 0.01014699973165989, 35.9% complete
..........
Epoch: 3 Train loss: 0.00990252010524273, 37.0% complete
..........
Epoch: 3 Train loss: 0.012196485884487629, 38.1% complete
..........
Epoch: 3 Train loss: 0.0034673763439059258, 39.2% complete
..........
Epoch: 3 Train loss: 0.0011386844562366605, 40.2% complete
..........
Epoch: 3 Train loss: 8.064064604695886e-05, 41.3% complete
..........
Epoch: 3 Train loss: 0.009309406392276287, 42.4% complete
..........
Epoch: 3 Train loss: 5.077978130429983e-06, 43.5% complete
..........
Epoch: 3 Train loss: 0.008957617916166782, 44.6% complete
..........
Epoch: 3 Train loss: 0.0004996831412427127, 45.7% complete
..........
Epoch: 3 Train loss: 0.007759500294923782, 46.7% complete
..........
Epoch: 3 Train loss: 0.006234250031411648, 47.8% complete
..........
Epoch: 3 Train loss: 3.7202989915385842e-06, 48.9% complete
..........
Epoch: 3 Train loss: 0.003121906891465187, 50.0% complete
..........
Epoch: 3 Train loss: 0.00015001624706201255, 51.1% complete
..........
Epoch: 3 Train loss: 0.004134698770940304, 52.2% complete
..........
Epoch: 3 Train loss: 0.01051191333681345, 53.3% complete
..........
Epoch: 3 Train loss: 0.001093778177164495, 54.3% complete
..........
Epoch: 3 Train loss: 0.01161027979105711, 55.4% complete
..........
Epoch: 3 Train loss: 0.003450720803812146, 56.5% complete
..........
Epoch: 3 Train loss: 0.0009543095366097987, 57.6% complete
..........
Epoch: 3 Train loss: 0.009531211107969284, 58.7% complete
..........
Epoch: 3 Train loss: 0.013085774146020412, 59.8% complete
..........
Epoch: 3 Train loss: 2.457651135046035e-05, 60.8% complete
..........
Epoch: 3 Train loss: 8.283321221824735e-06, 61.9% complete
..........
Epoch: 3 Train loss: 0.006065087858587503, 63.0% complete
..........
Epoch: 3 Train loss: 0.007235684897750616, 64.1% complete
..........
Epoch: 3 Train loss: 0.0032229400239884853, 65.2% complete
..........
Epoch: 3 Train loss: 0.0007262747385539114, 66.3% complete
..........
Epoch: 3 Train loss: 0.0070906151086091995, 67.4% complete
..........
Epoch: 3 Train loss: 4.125053237657994e-06, 68.4% complete
..........
Epoch: 3 Train loss: 0.010544590651988983, 69.5% complete
..........
Epoch: 3 Train loss: 0.005966964177787304, 70.6% complete
..........
Epoch: 3 Train loss: 0.00800678227096796, 71.7% complete
..........
Epoch: 3 Train loss: 0.01068141870200634, 72.8% complete
..........
Epoch: 3 Train loss: 0.011560700833797455, 73.9% complete
..........
Epoch: 3 Train loss: 0.00046617063344456255, 74.9% complete
..........
Epoch: 3 Train loss: 0.008685012347996235, 76.0% complete
..........
Epoch: 3 Train loss: 0.00491676852107048, 77.1% complete
..........
Epoch: 3 Train loss: 0.005293938796967268, 78.2% complete
..........
Epoch: 3 Train loss: 0.007923622615635395, 79.3% complete
..........
Epoch: 3 Train loss: 0.010382389649748802, 80.4% complete
..........
Epoch: 3 Train loss: 4.437386814970523e-05, 81.5% complete
..........
Epoch: 3 Train loss: 0.006530263926833868, 82.5% complete
..........
Epoch: 3 Train loss: 0.004065524321049452, 83.6% complete
..........
Epoch: 3 Train loss: 0.010017604567110538, 84.7% complete
..........
Epoch: 3 Train loss: 0.008246955461800098, 85.8% complete
..........
Epoch: 3 Train loss: 4.572699253913015e-06, 86.9% complete
..........
Epoch: 3 Train loss: 0.011918192729353905, 88.0% complete
..........
Epoch: 3 Train loss: 1.355602580588311e-05, 89.0% complete
..........
Epoch: 3 Train loss: 3.921516326954588e-05, 90.1% complete
..........
Epoch: 3 Train loss: 0.008455916307866573, 91.2% complete
..........
Epoch: 3 Train loss: 1.3268749171402305e-05, 92.3% complete
..........
Epoch: 3 Train loss: 0.011259065940976143, 93.4% complete
..........
Epoch: 3 Train loss: 0.00016188673907890916, 94.5% complete
..........
Epoch: 3 Train loss: 6.898257561260834e-05, 95.6% complete
..........
Epoch: 3 Train loss: 0.0003830083296634257, 96.6% complete
..........
Epoch: 3 Train loss: 0.004931455012410879, 97.7% complete
..........
Epoch: 3 Train loss: 0.008233839645981789, 98.8% complete
..........
Epoch: 3 Train loss: 0.009769575670361519, 99.9% complete
..
Training complete
Validating epoch 3...
Batch 0. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004551389720290899
Batch 0 Loss 0.004551389720290899
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 1. Data shape torch.Size([8, 1, 64, 64]) Loss 0.011092200875282288
Batch 1 Loss 0.011092200875282288
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 2. Data shape torch.Size([8, 1, 64, 64]) Loss 0.008131427690386772
Batch 2 Loss 0.008131427690386772
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 3. Data shape torch.Size([8, 1, 64, 64]) Loss 9.14972770260647e-06
Batch 3 Loss 9.14972770260647e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 4. Data shape torch.Size([8, 1, 64, 64]) Loss 0.005801354069262743
Batch 4 Loss 0.005801354069262743
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 5. Data shape torch.Size([8, 1, 64, 64]) Loss 8.035647624637932e-06
Batch 5 Loss 8.035647624637932e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 6. Data shape torch.Size([8, 1, 64, 64]) Loss 8.176176197594032e-05
Batch 6 Loss 8.176176197594032e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 7. Data shape torch.Size([8, 1, 64, 64]) Loss 2.7519199647940695e-05
Batch 7 Loss 2.7519199647940695e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 8. Data shape torch.Size([8, 1, 64, 64]) Loss 7.017630559857935e-05
Batch 8 Loss 7.017630559857935e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 9. Data shape torch.Size([8, 1, 64, 64]) Loss 3.5212779039284214e-05
Batch 9 Loss 3.5212779039284214e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 10. Data shape torch.Size([8, 1, 64, 64]) Loss 0.008121045306324959
Batch 10 Loss 0.008121045306324959
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 11. Data shape torch.Size([8, 1, 64, 64]) Loss 0.009573378600180149
Batch 11 Loss 0.009573378600180149
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 12. Data shape torch.Size([8, 1, 64, 64]) Loss 0.008718565106391907
Batch 12 Loss 0.008718565106391907
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 13. Data shape torch.Size([8, 1, 64, 64]) Loss 0.002886852715164423
Batch 13 Loss 0.002886852715164423
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 14. Data shape torch.Size([8, 1, 64, 64]) Loss 2.775269967969507e-05
Batch 14 Loss 2.775269967969507e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 15. Data shape torch.Size([8, 1, 64, 64]) Loss 0.007057978305965662
Batch 15 Loss 0.007057978305965662
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 16. Data shape torch.Size([8, 1, 64, 64]) Loss 0.005338022951036692
Batch 16 Loss 0.005338022951036692
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 17. Data shape torch.Size([8, 1, 64, 64]) Loss 8.143637387547642e-06
Batch 17 Loss 8.143637387547642e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 18. Data shape torch.Size([8, 1, 64, 64]) Loss 7.910835847724229e-06
Batch 18 Loss 7.910835847724229e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 19. Data shape torch.Size([8, 1, 64, 64]) Loss 3.9153917896328494e-05
Batch 19 Loss 3.9153917896328494e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 20. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004544796422123909
Batch 20 Loss 0.004544796422123909
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 21. Data shape torch.Size([8, 1, 64, 64]) Loss 0.009004940278828144
Batch 21 Loss 0.009004940278828144
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 22. Data shape torch.Size([8, 1, 64, 64]) Loss 1.1951393389608711e-05
Batch 22 Loss 1.1951393389608711e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 23. Data shape torch.Size([8, 1, 64, 64]) Loss 0.011187704280018806
Batch 23 Loss 0.011187704280018806
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 24. Data shape torch.Size([8, 1, 64, 64]) Loss 1.2727425200864673e-05
Batch 24 Loss 1.2727425200864673e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 25. Data shape torch.Size([8, 1, 64, 64]) Loss 0.006195580121129751
Batch 25 Loss 0.006195580121129751
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 26. Data shape torch.Size([8, 1, 64, 64]) Loss 0.006903891917318106
Batch 26 Loss 0.006903891917318106
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 27. Data shape torch.Size([8, 1, 64, 64]) Loss 8.498725946992636e-06
Batch 27 Loss 8.498725946992636e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 28. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004617833066731691
Batch 28 Loss 0.004617833066731691
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 29. Data shape torch.Size([8, 1, 64, 64]) Loss 1.7332691641058773e-05
Batch 29 Loss 1.7332691641058773e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 30. Data shape torch.Size([8, 1, 64, 64]) Loss 4.163156700087711e-05
Batch 30 Loss 4.163156700087711e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 31. Data shape torch.Size([8, 1, 64, 64]) Loss 0.006892222445458174
Batch 31 Loss 0.006892222445458174
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 32. Data shape torch.Size([8, 1, 64, 64]) Loss 0.003166508162394166
Batch 32 Loss 0.003166508162394166
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 33. Data shape torch.Size([8, 1, 64, 64]) Loss 1.1134623491670936e-05
Batch 33 Loss 1.1134623491670936e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 34. Data shape torch.Size([8, 1, 64, 64]) Loss 6.643153028562665e-06
Batch 34 Loss 6.643153028562665e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 35. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00976093765348196
Batch 35 Loss 0.00976093765348196
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 36. Data shape torch.Size([8, 1, 64, 64]) Loss 9.438575216336176e-05
Batch 36 Loss 9.438575216336176e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 37. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0075192623771727085
Batch 37 Loss 0.0075192623771727085
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 38. Data shape torch.Size([8, 1, 64, 64]) Loss 0.007106634322553873
Batch 38 Loss 0.007106634322553873
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 39. Data shape torch.Size([8, 1, 64, 64]) Loss 0.009920972399413586
Batch 39 Loss 0.009920972399413586
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 40. Data shape torch.Size([8, 1, 64, 64]) Loss 0.012300225906074047
Batch 40 Loss 0.012300225906074047
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 41. Data shape torch.Size([8, 1, 64, 64]) Loss 0.002505213487893343
Batch 41 Loss 0.002505213487893343
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 42. Data shape torch.Size([8, 1, 64, 64]) Loss 0.006175253540277481
Batch 42 Loss 0.006175253540277481
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 43. Data shape torch.Size([8, 1, 64, 64]) Loss 0.007027806248515844
Batch 43 Loss 0.007027806248515844
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 44. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0033029012847691774
Batch 44 Loss 0.0033029012847691774
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 45. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0044241915456950665
Batch 45 Loss 0.0044241915456950665
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 46. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00471343332901597
Batch 46 Loss 0.00471343332901597
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 47. Data shape torch.Size([8, 1, 64, 64]) Loss 0.003767584916204214
Batch 47 Loss 0.003767584916204214
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 48. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004815149120986462
Batch 48 Loss 0.004815149120986462
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 49. Data shape torch.Size([8, 1, 64, 64]) Loss 0.010195898823440075
Batch 49 Loss 0.010195898823440075
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 50. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0036530850920826197
Batch 50 Loss 0.0036530850920826197
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 51. Data shape torch.Size([8, 1, 64, 64]) Loss 0.003111351514235139
Batch 51 Loss 0.003111351514235139
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 52. Data shape torch.Size([8, 1, 64, 64]) Loss 2.451812179060653e-05
Batch 52 Loss 2.451812179060653e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 53. Data shape torch.Size([8, 1, 64, 64]) Loss 0.006960500031709671
Batch 53 Loss 0.006960500031709671
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 54. Data shape torch.Size([8, 1, 64, 64]) Loss 0.008938003331422806
